Rank,Metals Industry,Number Of Employees,"Change In 
 Rank",Industry,Company Description,"Revenues
 ($millions)","Revenue 
 Change","Profits
 ($millions)","Profit 
 Change","Assets
 ($millions)","Market Value 
 As of 3/31/20 ($m)"
390.0,Andersons,2284.0,364.0,Food Production," It Provided Merchandising, Production, And Distribution Of Products And Services To The Agribusiness Community, Organized Into Multiple Business Groups",8170.0,1.683,18.3,-0.559,3901.0,629.0
391.0,Westlake Chemical,9430.0,-39.0,Petrochemical Company,"Westlake Chemical Is An International Manufacturer And Supplier Of Petrochemicals, Polymers And Fabricated Building Products, Which Are Fundamental To Various Consumer And Industrial Markets.",8118.0,-0.06,421.0,-0.577,13261.0,4901.0
392.0,Constellation Brands,9800.0,11.0,Beverages,"It Is An American Producer And Marketer Of Beer, Wine, And Spirits.",8116.0,0.07,3435.9,0.482,29232.0,27601.0
393.0,Frontier Communications,18317.0,-38.0,Telecommunications Company,It Is An American Telecommunications Company. ,8107.0,-0.059,-5911.0,-,17488.0,40.0
394.0,Jetblue Airways,19032.0,5.0,Airline,"Jetblue Airways Is A Major American Low Cost Airline, And The Seventh Largest Airline In North America By Passengers Carried.",8094.0,0.057,569.0,2.027,11918.0,2526.0
395.0,Citizens Financial Group,17997.0,20.0,Financial Service,"Citizens Financial Group, Inc. Is A Retail Bank Holding Company. ",8066.0,0.097,1791.0,0.041,165733.0,8040.0
396.0,Raymond James Financial,14200.0,11.0,Investment Banking Company,"A Diversified Financial Services Firm, Focused On Providing Trusted Advice And Tailored, Sophisticated Solutions For Individuals And Institutions.",8023.0,0.073,1034.0,0.207,38830.0,8803.0
397.0,Foot Locker,33294.0,-12.0,Sportswear Company,"Foot Locker Retail, Inc. Is An American Sportswear And Footwear Retailer.",8005.0,0.008,491.0,-0.092,6589.0,2297.0
398.0,Hershey,15330.0,-7.0,Chocolate And Cocoa Products Company,"The Hershey Company, Commonly Known As Hershey's, Is An American Multinational Company And One Of The Largest Chocolate Manufacturers In The World. It Also Manufactures Baked Products, Such As Cookies, Cakes, Milkshakes, Drinks, And Many More That Are Produced Globally.",7986.0,0.025,1149.7,-0.024,8140.0,27792.0
399.0,Zimmer Biomet Holdings,19900.0,-12.0,Medical Device,"Leading Medical Device Manufacturers, Zimmer And Biomet, Join To Offer Innovative Orthopedic Medical Devices And Joint Replacement. ",7982.0,0.006,1131.6,-,24639.0,20891.0
400.0,Cincinnati Financial,5200.0,115.0,Insurance,Cincinnati Financial Corporation Offers Property And Casualty Insurance.,7924.0,0.465,1997.4,5.956,25408.0,12242.0
401.0,Western & Southern Financial Group,2787.0,20.0,Insurance,"Western & Southern Financial Group Is A Diversified Family Of Financial Services Companies With Assets Owned And Managed In Excess Of $67.5 Billion As Of March 2017. They Do So By Assisting In Insurance Protection, Investments And Retirement Planning.",7921.0,0.099,244.9,-0.505,54703.0,-
402.0,W.r. Berkley,7493.0,-5.0,Insurance,W. R. Berkley Corporation Is A Commercial Lines Property & Casualty Insurance Holding Company.,7902.0,0.027,681.9,0.064,26643.0,9569.0
403.0,Motorola Solutions,17000.0,13.0,Communications Equipment,"Motorola Solutions, Inc., Is A Data Communications And Telecommunications Equipment Provider That Succeeded Motorola, Inc.",7887.0,0.074,868.0,-0.101,10642.0,22803.0
404.0,Thor Industries,21750.0,-37.0,Automobile,"Thor Industries, Inc. Is An American Manufacturer Of Recreational Vehicles. The Company Sells Towable And Motorized Rvs Through Its Subsidiaries Brands Including Airstream, Heartland Rv, Jayco, Livin Lite Rv, And Others. ",7865.0,-0.056,133.3,-0.69,5660.0,2328.0
405.0,Regeneron Pharmaceuticals,8100.0,45.0,Biotechnology,"Regeneron Pharmaceuticals, Inc. Is An American Biotechnology Company. ",7863.0,0.172,2115.8,-0.134,14805.0,53722.0
406.0,Spirit Aerosystems Holdings,18200.0,14.0,Aircraft Manufacturing,"Spirit Aerosystems, Inc. Is The World's Largest First-tier Aerostructures Manufacturer. The Company Builds Several Important Pieces Of Boeing Aircraft, Including The Fuselage Of The 737, Portions Of The 787 Fuselage, And The Cockpit Section Of The Fuselage Of Nearly All Of Its Airliners.",7863.0,0.089,530.1,-0.141,7606.0,2507.0
407.0,J.m. Smucker,7400.0,7.0,Food Processing And Manufacturing,"The J. M. Smucker Company Is An American Manufacturer Of Jam, Peanut Butter, Jelly, Fruit Syrups, Beverages, Shortening, Ice Cream Toppings, And Other Products In North America. ",7838.0,0.065,514.4,-0.616,16711.0,12658.0
408.0,Ppl,12280.0,-16.0,Music Licensing Company,Phonographic Performance Limited Is A British Music Copyright Collective. ,7769.0,-0.002,1746.0,-0.044,45680.0,18950.0
409.0,Insight Enterprises,11261.0,21.0,Business-to-business,Insight Enterprises Inc. Is A Global Technology Company That Focuses On Business-to-business And Information Technology Capabilities For Enterprises.,7731.0,0.092,159.4,-0.026,4178.0,1486.0
410.0,Quest Diagnostics,47000.0,-6.0,Clinical Laboratory,"Quest Diagnostics Is An American Clinical Laboratory. It Operates In The United States, Puerto Rico, Mexico, And Brazil. Quest Also Maintains Collaborative Agreements With Various Hospitals And Clinics Across The Globe",7726.0,0.026,858.0,0.166,12843.0,10716.0
411.0,Keycorp,17045.0,2.0,Financial Services,Key Corp Limited Provides Efficient Financial Services To The Industry Locally And Reduce Dependence On The Bigger Centers For Such Services.,7694.0,0.041,1717.0,-0.08,144988.0,10058.0
412.0,Veritiv,8000.0,-65.0,Logistics,"It Is A Business-to-business Distributor Of Packaging, Facility Solutions, Print And Publishing Products And Services; And Also A Provider Of Logistics And Supply Chain Management Solution",7659.0,-0.119,-29.5,-,2511.0,127.0
413.0,Dcp Midstream,2250.0,-93.0,Petroleum Services,"Dcp Midstream Partners, Lp Is A Midstream Petroleum Services, Headquartered In Denver, Colorado. As A Publicly Traded Partnership, The Company Does Not Have Directors, Officers, Or Employees Of Its Own, But Relies On Its General Partner For Managing Its Operations. It Is Dedicated To Meeting The Energy And Cosumer Needs.",7625.0,-0.224,17.0,-0.943,14127.0,848.0
414.0,American Tower,5454.0,-4.0,Real Estate Investment,American Tower Corporation Is An American Real Estate Investment Trust And An Owner And Operator Of Wireless And Broadcast Communications Infrastructure In Several Countries Worldwide,7580.0,0.019,1887.8,0.527,42802.0,96444.0
415.0,Graybar Electric,9000.0,8.0,Logistics," It Conducts A Wholesale Distribution Business For Electrical, Communications And Data Networking Products, And Is A Provider Of Related Supply-chain Management And Logistics Services.",7524.0,0.045,144.5,0.008,2518.0,-
416.0,Wec Energy Group,7509.0,-18.0,Energy Company,"It Provides Electricity And Natural Gas To Its Customers . The Company Operates Through Its Brands – We Energies (wisconsin Electric Power And Wisconsin Gas), Wisconsin Public Service, Peoples Gas, North Shore Gas, Michigan Gas Utilities, Minnesota Energy Resources And Upper Michigan Energy Resources.",7523.0,-0.02,1134.0,0.071,34952.0,27799.0
417.0,Nvr,5700.0,7.0,Home Construction,"Nvr, Inc. Is A Company Engaged In Home Construction. It Also Operates A Mortgage Banking And Title Services Business.",7428.0,0.033,878.5,0.102,3810.0,9475.0
418.0,Ulta Beauty,31000.0,31.0,Beauty Salon,"It Is An American Chain Of Beauty Stores  Ulta Beauty Carries Cosmetics And Skincare Brands, Men's And Women's Fragrances, Nail Products, Bath And Body Products, Beauty Tools And Haircare Products. ",7398.0,0.101,705.9,0.072,4864.0,9894.0
419.0,Devon Energy,1800.0,-122.0,Oil Industry,Devon Energy Corporation Is An American Energy Company Engaged In Hydrocarbon Exploration In The American Market. ,7372.0,-0.313,-355.0,-1.116,13717.0,2646.0
420.0,Blackstone Group,2905.0,22.0,Investment,"Blackstone Is A Leading Global Investment Business Investing Capital On Behalf Of Pension Funds, Large Institutions And Individuals. Our Mission Is To Create Long-term Value For Our Investors Through The Careful Stewardship Of Their Capital. We Invest Across The Alternative Asset Classes In Private Equity, Real Estate, Credit And Hedge Funds As Well As In Infrastructure, Life Sciences, Insurance, And Growth Equity. Our Efforts And Capital Grow Hundreds Of Companies And Support Local Economies.",7338.0,0.074,2049.7,0.329,32586.0,30696.0
421.0,Dean Foods,14500.0,-28.0,Dairy Products,Dean Foods Is An American Food And Beverage Company And The Largest Dairy Subsidiary Company In The United States. The Company Maintains Plants And Distributors In The United States. ,7329.0,-0.055,-499.9,-,2229.0,10.0
422.0,Fortive,25000.0,-,Industrial Conglomerate,"Fortive Corporation Operates As A Diversified Industrial Growth Company. The Company Focuses On Professional Instrumentation, Automation, Sensing, And Transportation Technologies. Fortive Serves Customers Worldwide.",7326.0,0.017,738.9,-0.746,17439.0,18567.0
423.0,Ugi,12800.0,-23.0,Natural Gas Distribution,"Ugi Corporation Is A Natural Gas And Electric Power Distribution Company With Extensive Operations In The United States And Europe. Ugi Owns Amerigas, The Largest Propane Marketer In The United States. Ugi Also Owns Avantigas, Antargaz And Flaga In Europe",7320.0,-0.043,256.2,-0.644,13347.0,5562.0
424.0,Burlington Stores,47000.0,27.0,Department Store,"Burlington, Is An Off-price Department Store Retailer, And A Division Of Burlington Coat Factory Warehouse Corporation With 740 Stores In 40 States And Puerto Rico, With Its Corporate Headquarters Located In Burlington Township, New Jersey.",7286.0,0.093,465.1,0.121,5594.0,10441.0
425.0,Builders Firstsource,15800.0,-31.0,Millwork,"Builders Firstsource, Inc. Is A Manufacturer And Supplier Of Building Materials. The Company Is The Largest Supplier Of Building Products, Prefabricated Components And Value-added Services In The Us",7280.0,-0.058,221.8,0.081,3250.0,1420.0
426.0,Toll Brothers,5100.0,2.0,Home Construction,"Toll Brothers Is A Home Construction Company That Specializes In Building Luxury Homes. In 2020, The Company Was The 8th Largest Home Builder In The United States, Based On The Number Of Homes Closed.",7224.0,0.011,590.0,-0.211,10828.0,2440.0
427.0,Old Republic International,9000.0,54.0,Insurance,"Old Republic International Corporation Is An American Property Insurance And Title And Deed Company. It Is An Insurance Holding Company Whose Subsidiaries Market, Underwrite, And Provide Risk Management Services. ",7214.0,0.198,1056.4,1.851,21076.0,4635.0
428.0,Asbury Automotive Group,8500.0,11.0,Automobile,Asbury Automotive Group Is A Company Operates Auto Dealerships In Various Parts Of The United States. ,7210.0,0.049,184.4,0.098,2911.0,1065.0
429.0,Arthur J. Gallagher,33247.0,6.0,Investment,"Arthur J. Gallagher & Co. Is A Us-based Global Insurance Brokerage And Risk Management Services Firm Headquartered In Rolling Meadows, Illinois. The Firmis One Of The Largest Insurance Brokers In The World",7195.0,0.038,668.8,0.056,19635.0,15455.0
430.0,Mastec,21000.0,6.0,Engineering Company,"Mastec, Inc. Is An American Multinational Infrastructure Engineering And Construction Company Based In Coral Gables, Florida.",7183.0,0.04,392.3,0.511,4997.0,2507.0
431.0,Owens Corning,19000.0,-,General Building Materials,"Owens Corning Is An American Company That Develops And Produces Insulation, Roofing, And Fiberglass Composites And Related Materials And Products.",7160.0,0.015,405.0,-0.257,10006.0,4201.0
432.0,Magellan Health,10100.0,-15.0,Managed Care Company,"Magellan Health Inc., Is An American For-profit Managed Health Care Company, Focused On Special Populations, Complete Pharmacy Benefits And Other Specialty Areas Of Healthcare.",7159.0,-0.021,55.9,1.312,3092.0,1188.0
433.0,Dover,24000.0,-21.0,Conglomerate Company,Dover Corporation Is An American Conglomerate Manufacturer Of Industrial Products. ,7136.0,-0.035,677.9,0.189,8670.0,12094.0
434.0,Beacon Roofing Supply,8147.0,30.0,Publicly Traded Company,"Beacon Is An American Publicly Traded Company Which Sells Residential And Non-residential Roofing Products, As Well As Related Building Products In North America.",7105.0,0.107,-10.6,-1.108,6393.0,1138.0
435.0,Avery Dennison,30000.0,-10.0,Packaging,"Avery Dennison Corporation Is A Multinational Manufacturer And Distributor Of Pressure-sensitive Adhesive Materials, Apparel Branding Labels And Tags, Rfid Inlays, And Specialty Medical Products. ",7070.0,-0.012,303.6,-0.35,5489.0,8485.0
436.0,Hanesbrands,63000.0,8.0,Clothing Company,"Hanesbrands Inc. Is An American Multinational Clothing Company Based In Winston-salem, North Carolina.",6967.0,0.024,600.7,0.113,7354.0,2817.0
437.0,Packaging Corp. Of America,15500.0,-5.0,Packaging And Containers,"Packaging Corporation Of America Is An American Manufacturing Company Based In Lake Forest, Illinois. ",6964.0,-0.007,696.4,-0.056,7236.0,8236.0
438.0,M&t Bank,17386.0,24.0,Bank Holding Company,"M&t Bank Corporation Is An American Bank Holding Company Headquartered In Buffalo, New York.",6941.0,0.075,1929.1,0.006,119873.0,13441.0
439.0,Ncr,36000.0,26.0,Software Company,"Ncr Corporation, Previously Known As National Cash Register, Is An American Software, Managed And Professional Services, Consulting And Technology Company That Also Makes Self-service Kiosks, Point-of-sale Terminals, Automated Teller Machines, Check Processing Systems, And Barcode Scanners",6915.0,0.08,564.0,-,8987.0,2287.0
440.0,Northern Trust,19800.0,13.0,Financial Services Company,"Northern Trust Delivers Financial Services And Technological Expertise For Corporations, Institutions And Private Individuals Around The World.",6895.0,0.035,1492.2,-0.041,136828.0,15791.0
441.0,Cintas,45000.0,18.0,Business Services Company," It Provides Specialized Services To Businesses, Primarily In North America.",6892.0,0.062,885.0,0.05,7437.0,18024.0
442.0,Polaris,14000.0,34.0,Automotive,"Polaris Inc. Is An American Manufacturer Of Motorcycles, Snowmobiles, Atv, And Neighborhood Electric Vehicles.",6863.0,0.113,324.0,-0.034,4431.0,2959.0
443.0,Cms Energy,8459.0,-3.0,Energy Company,"Cms Energy Based In Jackson, Michigan, Is An Energy Company That Is Focused Principally On Utility Operations In Michigan",6845.0,-0.004,680.0,0.035,26837.0,16697.0
444.0,Seaboard,13100.0,11.0,Agriculture And Shipping,Seaboard Corporation Is A Diverse Multinational Agribusiness And Transportation Conglomerate With Integrated Operations In Several Industries. ,6840.0,0.039,283.0,-,6285.0,3274.0
445.0,Intuit,9400.0,37.0,Software Company,"Intuit Inc. Is An American Business And Financial Software Company That Develops And Sells Financial, Accounting, And Tax Preparation Software And Related Services For Small Businesses, Accountants, And Individuals. ",6784.0,0.137,1557.0,0.286,6283.0,59913.0
446.0,Regions Financial,19564.0,1.0,Bank Holding Company.,"Regions Financial Corporation, A Financial Holding Company, Provides Banking And Bank-related Services To Individual And Corporate Customers. ",6755.0,-0.001,1582.0,-0.101,126240.0,8588.0
447.0,Fm Global,5591.0,65.0,Insurance Company,"Fm Global's Multinational Presence And Capabilities Allow Us To Provide Seamless Insurance Solutions, Services And Claims Response Around The World.",6743.0,0.242,2479.3,14.361,25054.0,-
448.0,Advanced Micro Devices,11400.0,12.0,Semiconductor Company,"Advanced Micro Devices, Inc. Engages In The Provision Of Semiconductor Businesses. It Operates Through The Following Segments: Computing & Graphics, And Enterprise, Embedded And Semi-custom.",6731.0,0.04,341.0,0.012,6028.0,53250.0
449.0,Ovintiv,2571.0,-,Natural Gas Company,"Ovintiv Inc. Is A Hydrocarbon Exploration And Production Company Organized In Delaware And Headquartered In Denver, United States.",6726.0,0.133,234.0,-0.781,21487.0,702.0
450.0,Booz Allen Hamilton Holding,26100.0,25.0,Information Technology Consulting Company,"As A Consulting Firm With Expertise In Analytics, Digital, Engineering, And Cyber, We Help Businesses, Government, And Military Organizations Transform.",6704.0,0.086,418.5,0.372,3832.0,9624.0
451.0,S&p Global,22500.0,19.0,Corporation,"S&p Global Promotes Sustainable Growth In The Global Capital, Commodity And Corporate Markets.",6699.0,0.07,2123.0,0.084,11348.0,59042.0
452.0,Rockwell Automation,23000.0,-,Information Technology,"Rockwell Automation, Inc., Is An American Provider Of Industrial Automation And Information Technology.",6695.0,0.004,695.8,0.299,6113.0,17533.0
